f11_a,f02_a,f12_a,f20_a,f21_a,f21_b,f21_c,f03_a,f03_b,f22_a,f13_a,f30_a,f30_b,f30_c,f23_a,f13_b,f31_a,f31_b,f04_a,f14_a,f14_b,f14_c,f14_d,f32_a,f32_b,f24_a,f33_a,f33_b,f05_a,f05_b,f15_a,f15_b,f40_a,f41_a,f41_b,f34_a,f25_a,f25_b,f35_a,f06_a,f16_a,f42_a,f43_a,f50_a,f51_a
3.55903899012694e-08,4.88541015436573e-07,4.05351650958507e-08,2.40496787612442e-07,3.59738487307495e-07,4.78833797933716e-07,5.13788056445885e-08,3.6622828930503e-07,4.80973126572616e-07,3.4327261329251e-07,4.96434514822618e-08,8.82722523668062e-08,8.06234054918879e-08,3.06387534761051e-08,3.66370478797945e-07,8.75872335649709e-09,8.33572917875889e-08,1.10513305243199e-07,4.14944659323466e-07,1.22351511898662e-08,1.84082029794942e-08,6.53441023932716e-08,4.95526522426262e-08,7.87057214840128e-08,3.4959755987348e-08,4.13062699416482e-07,1.05444481219897e-07,4.19023109212908e-08,3.7612249746263e-07,3.88045913907281e-07,2.64000888677843e-08,8.23895145139887e-08,2.97993662671897e-07,4.06650282982432e-07,7.55158160899778e-08,1.04920706497309e-07,3.44972578987976e-07,4.55497860677808e-07,8.54514594669464e-08,4.7065108369746e-07,4.79456583212254e-08,2.96778068068989e-07,3.03669933956845e-07,1.37680688329224e-07,1.19607663295838e-07
9.93405797029771e-09,4.89063281830704e-07,1.12941799653131e-08,2.4786725934951e-07,3.68759749640433e-07,4.88436228864571e-07,5.72411990019657e-08,3.64708831979632e-07,4.88677091919485e-07,3.53080650748259e-07,1.3897132569151e-08,2.59759948102446e-08,2.74269562399384e-08,9.38535147384718e-09,3.77954059597263e-07,3.137954229475e-09,2.44161990831852e-08,3.23624471245387e-08,4.13435923646846e-07,2.91588641917257e-09,4.73696367464287e-09,1.8514393799587e-08,1.37050706474517e-08,2.3406650746029e-08,1.0592782897804e-08,4.27088613174977e-07,3.1058352817423e-08,1.27172822051287e-08,3.71268123203118e-07,4.0841041284868e-07,6.9296461940068e-09,2.36963861703361e-08,3.32274383669576e-07,4.46090842518278e-07,1.02466720037551e-07,3.08110486096971e-08,3.54277142563828e-07,4.81329137861716e-07,6.1869815568557e-08,4.69898898994701e-07,1.40028990616626e-08,3.30648991240128e-07,3.46300416429576e-07,4.70979540402451e-08,4.09324525011392e-08
3.55732347048946e-08,4.88548206295692e-07,4.04937169866796e-08,2.40498138066837e-07,3.59742674099861e-07,4.78823621257671e-07,5.13751302747303e-08,3.66250323705146e-07,4.80969583212928e-07,3.43240079014507e-07,4.99242164759122e-08,8.84000071436827e-08,9.0200685845184e-08,3.09830955288149e-08,3.66904921890901e-07,8.95847040005533e-09,8.21504967091083e-08,1.10777286085386e-07,4.1525812507826e-07,1.18699628794465e-08,1.80572629305201e-08,6.48419013428067e-08,4.94125272370371e-08,7.87025183388017e-08,3.50362673059493e-08,4.13051031912286e-07,1.06044586601545e-07,4.21386042905311e-08,3.76342855034166e-07,3.87917269419942e-07,2.60813045816664e-08,8.25258910391254e-08,2.97345980449046e-07,4.06514627596949e-07,7.51464147301221e-08,1.04893790210582e-07,3.45615172255458e-07,4.55094177811408e-07,1.19021079429702e-07,4.70418192146487e-07,5.05872723079733e-08,2.95467261600327e-07,3.12452059107848e-07,1.40917232517764e-07,1.21463517052839e-07
6.12124114394915e-08,4.88033130760681e-07,6.96932540080461e-08,2.33129016784164e-07,3.50725598559289e-07,4.69211013650771e-07,4.55090615474948e-08,3.6779181543066e-07,4.73262074506371e-07,3.33399507280755e-07,8.59513003826736e-08,1.50824019477121e-07,1.5297441545043e-07,5.25808395837827e-08,3.55855784184539e-07,1.47789865706357e-08,1.39884794335032e-07,1.89192125046234e-07,4.17080326509673e-07,2.08240393397205e-08,3.13775621863974e-08,1.11169408886027e-07,8.51199838266225e-08,1.33998385931575e-07,5.94797517140947e-08,3.99013450649595e-07,1.81030820385668e-07,7.15599263759335e-08,3.81417586865214e-07,3.67424125991204e-07,4.5232962969326e-08,1.41355395907915e-07,2.62417577228515e-07,3.6693841267562e-07,4.78261094226932e-08,1.78976531811467e-07,3.36953201947089e-07,4.28859217761101e-07,1.76172343290848e-07,4.70937485298273e-07,8.7171645554284e-08,2.60285531960526e-07,2.7860370178612e-07,2.34736510995283e-07,2.01994581604539e-07
8.90917383433414e-08,4.86861541507805e-07,1.01107108431724e-07,2.16545241505407e-07,3.30476265480397e-07,4.47641494467991e-07,3.3836135408599e-08,3.71209836141078e-07,4.55941587955692e-07,3.11437126173523e-07,1.23918560791066e-07,2.0706142859947e-07,2.060845999684e-07,6.92459601644299e-08,3.30934236663419e-07,1.65409236653852e-08,1.91517888310826e-07,2.62465889112217e-07,4.20822853919247e-07,3.37055083229678e-08,4.80412822973727e-08,1.57060245198798e-07,1.22970022775342e-07,1.81931730581815e-07,7.84334104884609e-08,3.68144408430528e-07,2.46704071176944e-07,9.43609296579818e-08,3.91712450462862e-07,3.26983994359378e-07,6.82036537403958e-08,1.96879842228616e-07,1.96162614112776e-07,2.8918892466536e-07,6.81628219660612e-08,2.42907307250388e-07,3.16475169363124e-07,3.74857238339011e-07,2.15219347038634e-07,4.72248272398147e-07,1.25147858549652e-07,1.94089530481413e-07,2.08527180580093e-07,2.82585753579962e-07,2.40744301796862e-07
1.18182439206662e-07,4.85334938723793e-07,1.33718367599056e-07,1.94978589609897e-07,3.04153025181024e-07,4.19606207267729e-07,1.90231180600187e-08,3.75642600585066e-07,4.3342282889937e-07,2.82919807625825e-07,1.62934982690107e-07,2.59953396808816e-07,2.53969167456063e-07,8.32437365149096e-08,2.98511104545268e-07,1.61081610152718e-08,2.39851721672473e-07,3.32959587655449e-07,4.25603808535873e-07,4.8710737175642e-08,6.65129762732284e-08,2.02714949057292e-07,1.61978675334659e-07,2.25883749028571e-07,9.44184147922153e-08,3.28173657860723e-07,3.0734127338658e-07,1.13581957850926e-07,4.04830130036804e-07,2.75757415278296e-07,9.32395080184196e-08,2.50617059320388e-07,1.12967635359823e-07,1.90797021873098e-07,1.14270338271988e-07,3.01348349181786e-07,2.89607533822803e-07,3.05840085085827e-07,2.44476369044205e-07,4.73987064357227e-07,1.63876716814477e-07,1.11122384909486e-07,1.18860073469949e-07,3.05576437501545e-07,2.56900522123279e-07
1.47118981499918e-07,4.83527139676794e-07,1.65864741535304e-07,1.69678467223472e-07,2.73342181013363e-07,3.86765665343437e-07,1.54496022226945e-08,3.80774401505231e-07,4.07029870441274e-07,2.49768994019609e-07,2.00831492798621e-07,3.03008693985774e-07,2.91672293090572e-07,9.17118611186852e-08,2.61005682834297e-07,1.59316740089727e-08,2.78386569316183e-07,3.93349521610338e-07,4.30921707253841e-07,6.60030157469427e-08,8.6537310404812e-08,2.44307753436892e-07,1.99942563478228e-07,2.59819791017447e-07,1.04205418482072e-07,2.8249899244581e-07,3.55213513718431e-07,1.25529276876835e-07,4.18760211871234e-07,2.22904623957255e-07,1.19590660455512e-07,2.97310461784354e-07,7.16871763582511e-08,1.26080294838272e-07,1.71235881537881e-07,3.46455316569756e-07,2.57630951427826e-07,2.31906620634364e-07,2.63294633609142e-07,4.75882866837457e-07,2.01701446983549e-07,7.01945789496664e-08,7.60896870018605e-08,2.98802272895813e-07,2.46618762322223e-07
1.75692483365859e-07,4.81057128912135e-07,1.9691631981488e-07,1.35586094611706e-07,2.31963117217823e-07,3.4260884221832e-07,3.83448933400623e-08,3.87552419699683e-07,3.71513247916153e-07,2.05706389876542e-07,2.36090632472147e-07,3.22898822638814e-07,3.05398321639268e-07,8.71577636547289e-08,2.11531568207054e-07,1.63587111479851e-08,2.93844996616864e-07,4.29945286923791e-07,4.37504098863212e-07,8.86812518215615e-08,1.10218081835764e-07,2.76334863726898e-07,2.35446051789487e-07,2.70168403700777e-07,9.93962515508358e-08,2.23391718763529e-07,3.73024517669935e-07,1.20347152609013e-07,4.34603485192036e-07,1.66222134512707e-07,1.49039314416617e-07,3.2741581811288e-07,1.2911459428404e-07,1.40667950243917e-07,2.5377186662669e-07,3.60160798344151e-07,2.13622898784614e-07,1.46395339150171e-07,2.5752982789589e-07,4.78148426034215e-07,2.37396973112314e-07,1.28268598255963e-07,1.43760163434992e-07,2.21932470248114e-07,1.7407607470642e-07
2.04265985231799e-07,4.78587118147477e-07,2.27967898094456e-07,1.0149372199994e-07,1.90584053422283e-07,2.98452019093203e-07,6.12401844574301e-08,3.94330437894134e-07,3.35996625391031e-07,1.61643785733476e-07,2.71349772145673e-07,3.42788951291855e-07,3.19124350187964e-07,8.26036661907726e-08,1.62057453579811e-07,1.67857482869975e-08,3.09303423917546e-07,4.66541052237245e-07,4.44086490472583e-07,1.1135948789618e-07,1.33898853266716e-07,3.08361974016904e-07,2.70949540100746e-07,2.80517016384107e-07,9.45870846195997e-08,1.64284445081249e-07,3.9083552162144e-07,1.15165028341192e-07,4.50446758512838e-07,1.09539645068158e-07,1.78487968377721e-07,3.57521174441407e-07,1.86542012209829e-07,1.55255605649561e-07,3.36307851715499e-07,3.73866280118545e-07,1.69614846141401e-07,6.08840576659791e-08,2.51765022182638e-07,4.80413985230973e-07,2.73092499241078e-07,1.86342617562259e-07,2.11430639868124e-07,1.45062667600414e-07,1.01533387090617e-07
2.3202225373041e-07,4.75337348936905e-07,2.56769216005367e-07,6.66128585668982e-08,1.3880838385275e-07,2.42619824890648e-07,9.49226608187699e-08,4.02581296500584e-07,2.90925309873912e-07,1.0901054621851e-07,3.01530227307631e-07,3.24508263050277e-07,2.94412685995467e-07,5.84728510022324e-08,1.05835256391171e-07,4.28094679578641e-08,2.87113457986352e-07,4.63487766664743e-07,4.509671416258e-07,1.41651120844832e-07,1.62769113008363e-07,3.24188099225953e-07,3.01547247570868e-07,2.53660210556018e-07,6.80296264313489e-08,1.05811027502529e-07,3.61561111326398e-07,8.49561912387107e-08,4.62811562592534e-07,7.60882900748195e-08,2.11156929438736e-07,3.60596122006607e-07,2.40834128835739e-07,2.2010170807862e-07,3.86937966098073e-07,3.39763087642586e-07,1.14262832480725e-07,8.82078824493719e-08,2.15886880445553e-07,4.82518049832932e-07,3.04293360126251e-07,2.38026839551091e-07,2.65945959778675e-07,1.46250686377176e-07,1.27208565601936e-07
2.59732872692585e-07,4.72044023487676e-07,2.85444837454539e-07,3.16879511166721e-08,8.64519741261756e-08,1.86135460452881e-07,1.2920769457132e-07,4.1091442595492e-07,2.45320282294484e-07,5.58985627519095e-08,3.31426994109664e-07,3.04095405264168e-07,2.67553944939222e-07,3.32485071782041e-08,4.92361205543195e-08,7.02629832520763e-08,2.628205043808e-07,4.58219739421869e-07,4.57864453148575e-07,1.72368027713874e-07,1.91929250458373e-07,3.39109259600835e-07,3.31870924843248e-07,2.2472516101466e-07,4.02573384847564e-08,4.73730162574856e-08,3.29656574290152e-07,5.33493962394125e-08,4.74982064145302e-07,4.39345944294206e-08,2.44005772443105e-07,3.62161187965119e-07,2.9495111182584e-07,2.8775517851331e-07,4.35785862248341e-07,3.02989368112347e-07,5.82771606968156e-08,1.21834521704929e-07,1.7832664900807e-07,4.84613093568044e-07,3.35243155167805e-07,2.8935413621465e-07,3.19726450666088e-07,1.51798908133435e-07,1.5837005957418e-07
2.86825379894199e-07,4.68352231203846e-07,3.12441774283593e-07,4.60441112450518e-08,7.00652872714749e-08,1.28147280169644e-07,1.66238227673266e-07,4.19670410177676e-07,1.95816493012902e-07,5.55025322386755e-08,3.57710564154072e-07,2.61509389342152e-07,2.19398100616641e-07,4.06648096480136e-08,5.45619372100172e-08,1.05524755659059e-07,2.172543857017e-07,4.29824236653469e-07,4.64159459315542e-07,2.06350988445402e-07,2.23403214142039e-07,3.44259020316652e-07,3.5858959642299e-07,1.76532907756975e-07,4.5372412979992e-08,6.02228464494806e-08,2.73224821865794e-07,5.38940742072354e-08,4.82311942529657e-07,3.7357690534006e-08,2.77048128893884e-07,3.48430758479352e-07,3.06080607705538e-07,3.09373673727443e-07,4.49135400839713e-07,2.42999952815332e-07,5.9281811920773e-08,1.61745990884184e-07,1.30645714640637e-07,4.8631301193155e-07,3.62621780018372e-07,2.97401622002264e-07,3.2472184685295e-07,1.91600648174213e-07,2.01496275269966e-07
3.13499122402809e-07,4.64390481523457e-07,3.38301418644766e-07,9.37877143121668e-08,7.8047737063241e-08,6.91402793088934e-08,2.05128809823865e-07,4.28712874384444e-07,1.43671330679595e-07,9.08210460255257e-08,3.81546228613253e-07,2.03901274906274e-07,1.56813676415368e-07,7.01948318313964e-08,1.01841305592878e-07,1.46076546152353e-07,1.57275905036196e-07,3.85760094641533e-07,4.70046409474659e-07,2.42546668834327e-07,2.56444772545993e-07,3.4278875300592e-07,3.82865911784195e-07,1.15294086682695e-07,7.2768354974306e-08,1.21369494367843e-07,2.00176120084354e-07,7.62210617277852e-08,4.86362345899279e-07,4.81088137505534e-08,3.10221588818416e-07,3.24337779916273e-07,2.88086500069768e-07,2.99803921935546e-07,4.38435148189732e-07,1.67282129921222e-07,9.88968514941762e-08,2.05915371078099e-07,7.61081026853152e-08,4.87745236707108e-07,3.87580971872974e-07,2.76127457772557e-07,2.96665816891679e-07,2.54608812981482e-07,2.5272847331253e-07
3.39908881796618e-07,4.6030818041679e-07,3.63447152243726e-07,1.43595912667841e-07,9.97973484186684e-08,3.83070062132339e-08,2.44480202516486e-07,4.37736986411821e-07,9.68907313793494e-08,1.32550429021947e-07,4.0392097386432e-07,1.48902564268713e-07,1.08979851834928e-07,1.07053214932534e-07,1.52559137162403e-07,1.88579449932186e-07,1.1043955465502e-07,3.3486689082808e-07,4.75451652929407e-07,2.79022627343721e-07,2.89745952790088e-07,3.38231007587956e-07,4.05622075609465e-07,7.59045411681733e-08,1.08500166652006e-07,1.82347025841404e-07,1.39516090472563e-07,1.08853914742006e-07,4.88106566502039e-07,6.89193618480069e-08,3.42510773558597e-07,2.95987314027958e-07,2.5353588998462e-07,2.71942273829808e-07,4.13358144565961e-07,1.11500020751761e-07,1.44645784326722e-07,2.40839633628764e-07,4.39300856606661e-08,4.88911395169633e-07,4.1085143377282e-07,2.39107489685545e-07,2.52586031723998e-07,2.90455503971657e-07,2.78073541401585e-07
3.65506024323532e-07,4.55854786930233e-07,3.86395260713248e-07,1.99759536278893e-07,1.63926290377729e-07,9.4200667916181e-08,2.85250104189019e-07,4.46704605089125e-07,6.66238185983541e-08,1.9401433350508e-07,4.21798584552129e-07,1.01936358061052e-07,1.06552666454766e-07,1.66470426059344e-07,2.13861559279679e-07,2.37088448333122e-07,1.04058506667161e-07,2.62951847003467e-07,4.79374062934135e-07,3.16361363490574e-07,3.23846324628208e-07,3.24169105860587e-07,4.2369877052525e-07,1.0377342565864e-07,1.69892211599103e-07,2.42803967671877e-07,1.16991999862415e-07,1.73211221551096e-07,4.82751685270531e-07,1.20695747800925e-07,3.72077901888755e-07,2.54531062893885e-07,1.68019546135286e-07,1.87772844511004e-07,3.44025316696433e-07,1.17085841264068e-07,2.09276626049097e-07,2.47304733027964e-07,8.05814102071559e-08,4.89258524074733e-07,4.28923493320665e-07,1.53617354076852e-07,1.59180463876713e-07,2.42691272459486e-07,2.23730488333208e-07
3.91103166850446e-07,4.51401393443676e-07,4.09343369182771e-07,2.55923159889945e-07,2.28055232336789e-07,1.50094329619128e-07,3.26020005861552e-07,4.55672223766428e-07,3.63569058173585e-08,2.55478237988212e-07,4.39676195239938e-07,5.49701518533906e-08,1.04125481074605e-07,2.25887637186155e-07,2.75163981396954e-07,2.85597446734059e-07,9.76774586793029e-08,1.91036803178853e-07,4.83296472938863e-07,3.53700099637426e-07,3.57946696466328e-07,3.10107204133217e-07,4.41775465441036e-07,1.31642310149107e-07,2.312842565462e-07,3.03260909502351e-07,9.44679092522668e-08,2.37568528360186e-07,4.77396804039023e-07,1.72472133753844e-07,4.01645030218913e-07,2.13074811759811e-07,8.25032022859517e-08,1.03603415192199e-07,2.74692488826905e-07,1.22671661776375e-07,2.73907467771473e-07,2.53769832427164e-07,1.17232734753646e-07,4.89605652979833e-07,4.46995552868511e-07,6.81272184681585e-08,6.5774896029428e-08,1.94927040947315e-07,1.69387435264832e-07
4.15858893497848e-07,4.46665828161779e-07,4.30018037633549e-07,3.13977715462339e-07,2.93428478745238e-07,2.19232985013721e-07,3.66908653828996e-07,4.64170232059803e-07,8.51268921442736e-08,3.15030713240806e-07,4.53117710436841e-07,1.40383199829359e-07,1.94292028443959e-07,2.90585491443421e-07,3.31008699435879e-07,3.36467325059583e-07,1.87308916879459e-07,1.18252859987866e-07,4.85322076795781e-07,3.88764844223118e-07,3.90804678316964e-07,2.89342792066989e-07,4.55077591300815e-07,2.17209516470403e-07,2.95866839783917e-07,3.53266146721446e-07,1.87234535580111e-07,3.02101869268422e-07,4.65459117931524e-07,2.46902712224443e-07,4.25781317938322e-07,1.64799524998436e-07,1.41429958318746e-07,1.44562639453067e-07,1.76961764170609e-07,2.11419437096145e-07,3.31487337631991e-07,2.33887898066517e-07,1.73562972564785e-07,4.88896494841159e-07,4.59000296646102e-07,1.38463242817795e-07,1.42367071615242e-07,1.6978039665271e-07,1.64277922670339e-07
4.40549201363413e-07,4.41908324459693e-07,4.50515949642921e-07,3.72179288066927e-07,3.58898467898023e-07,2.89401418160128e-07,4.0780653413701e-07,4.72631728872943e-07,1.40041875001093e-07,3.74434577830261e-07,4.66214326077896e-07,2.3608852985044e-07,2.91657595168309e-07,3.55693907527866e-07,3.86429089433075e-07,3.87520758143807e-07,2.8440519877604e-07,4.54013612164935e-08,4.87200206911602e-07,4.23652789485833e-07,4.2356606626971e-07,2.68057270199657e-07,4.6800850180913e-07,3.07262677977614e-07,3.606974824337e-07,4.02458780089765e-07,2.88964836641029e-07,3.66648896555305e-07,4.53009628937316e-07,3.23094619086973e-07,4.49495366209014e-07,1.15994068775201e-07,2.11586941720816e-07,1.95250422788462e-07,7.70231470086502e-08,3.06632925639483e-07,3.88519005347528e-07,2.11957522625124e-07,2.31423215412665e-07,4.8810521202032e-07,4.70533316016803e-07,2.20914509832821e-07,2.32176308539225e-07,1.46392234744629e-07,1.62996241617591e-07
4.64839291938343e-07,4.3704834584396e-07,4.69931319878148e-07,4.30745302996689e-07,4.24118735687905e-07,3.5963121941312e-07,4.48407269542429e-07,4.80753723765018e-07,1.96624912756664e-07,4.31993118416409e-07,4.77278098274241e-07,3.37903512332237e-07,3.90690553611988e-07,4.21440614188149e-07,4.38069663245543e-07,4.38194663086539e-07,3.84630083403243e-07,9.31731995086377e-08,4.88116364795502e-07,4.56306809902966e-07,4.55018818660357e-07,2.44747390417975e-07,4.78720034920298e-07,3.97820143609552e-07,4.24679349259383e-07,4.45384652282224e-07,3.89665919717238e-07,4.2835319916172e-07,4.38061108278125e-07,4.05137911544448e-07,4.697362014168e-07,6.97270381817739e-08,3.43238405267205e-07,3.2512739026424e-07,1.11140916404689e-07,3.97043310555103e-07,4.39664642086695e-07,1.80155077086057e-07,2.84729967597576e-07,4.86625843759923e-07,4.78797881984212e-07,3.50506844836191e-07,3.57354555882172e-07,2.94279339779629e-07,3.09853047849198e-07
4.89033934269812e-07,4.32163927878067e-07,4.89088513584695e-07,4.89398234160691e-07,4.89279447166748e-07,4.29875656410532e-07,4.88937138546848e-07,4.88794750486114e-07,2.53605766683113e-07,4.89111565736096e-07,4.87857055494906e-07,4.41175592268764e-07,4.90121170064187e-07,4.873395474406e-07,4.88808784712311e-07,4.88778053962797e-07,4.85601111793115e-07,1.69712624590128e-07,4.88803100907923e-07,4.88428059229192e-07,4.86159473176539e-07,2.20954719383693e-07,4.8890226637687e-07,4.88497881263715e-07,4.88458790644194e-07,4.8681595799689e-07,4.90121543511511e-07,4.89379537362951e-07,4.22516590923256e-07,4.88576707119632e-07,4.8914870638056e-07,2.40653993922175e-08,4.89555752196391e-07,4.73890269728478e-07,1.77229934722009e-07,4.86308198224232e-07,4.89406513094622e-07,1.45998231144556e-07,3.36950752995045e-07,4.84982373277827e-07,4.86282951054626e-07,4.91341902829251e-07,4.90967995797721e-07,4.83014063746438e-07,4.92039558046391e-07
4.79295559119089e-07,4.02768592060448e-07,4.62796483294765e-07,4.87225815548312e-07,4.86323500313971e-07,4.38079048348618e-07,4.69341883192972e-07,4.44162799683644e-07,2.7090222392714e-07,4.70195322597839e-07,4.4173157385904e-07,4.47391541004464e-07,4.57344359524298e-07,4.6148460135867e-07,4.50534661844396e-07,4.59516679197185e-07,4.85789499966464e-07,1.93415883911473e-07,4.22737457100141e-07,4.37929339367178e-07,4.35903621682e-07,1.75566452505748e-07,4.27143189290595e-07,4.76783591712035e-07,4.5673306490292e-07,4.34622517528672e-07,4.68145772058107e-07,4.4470854484751e-07,3.41287757795731e-07,4.54203328385297e-07,4.14498212723998e-07,3.9929609072329e-08,4.89842403278074e-07,4.788221339294e-07,2.12998137107853e-07,4.50101177600545e-07,4.25358029400816e-07,9.87082446776173e-08,4.32670783566166e-07,3.73217964691981e-07,3.89167005149654e-07,4.72236301272756e-07,4.37867284651027e-07,4.73794561828175e-07,4.88309163458103e-07
4.55331746078873e-07,4.07704613663593e-07,4.44269677256031e-07,4.28647224802605e-07,4.21685155548167e-07,3.68205397577271e-07,4.29162693864939e-07,4.36430210033523e-07,2.14112425718913e-07,4.14614778221541e-07,4.32202043753681e-07,3.43894204099415e-07,3.63521192049124e-07,3.96871365414858e-07,4.03348324741263e-07,4.0992719699476e-07,3.84948275411623e-07,1.05016494351308e-07,4.22574272546153e-07,4.07674003273605e-07,4.0614429753125e-07,2.00065006029037e-07,4.18355483202823e-07,3.87604880696257e-07,3.94926644836173e-07,3.97462299245621e-07,3.7197705133185e-07,3.86782625137916e-07,3.58159186541441e-07,3.71385295448126e-07,3.9798988212588e-07,4.22161106805823e-08,3.43402212861252e-07,3.29286309275091e-07,1.01952020176778e-07,3.67170898402574e-07,3.81423150642883e-07,1.36082889822762e-07,3.40295853233736e-07,3.75883964357084e-07,3.83975508446825e-07,3.35427627936095e-07,3.2336301200738e-07,2.83329586038158e-07,3.04163519681233e-07
4.31237347915835e-07,4.12581925199688e-07,4.25358560020363e-07,3.70209668233838e-07,3.56989807641466e-07,2.98439824010518e-07,3.88858254806597e-07,4.28443844749935e-07,1.57623140532322e-07,3.58387725494326e-07,4.21821159721339e-07,2.42077004932321e-07,2.70747393768443e-07,3.32261038337745e-07,3.54688156790026e-07,3.60073161076635e-07,2.8514723594573e-07,7.13751758377856e-08,4.21568648660464e-07,3.76202396252871e-07,3.75669290221045e-07,2.23523894628774e-07,4.08543747231707e-07,2.98383672735345e-07,3.32540138509532e-07,3.57575096474055e-07,2.75042398560827e-07,3.27333891669523e-07,3.72973208251041e-07,2.90169698355584e-07,3.7918934528589e-07,7.80670768827612e-08,2.04211115153792e-07,1.8892768297615e-07,9.0867884673603e-08,2.81760723064191e-07,3.3438911166324e-07,1.6947999371574e-07,2.46554020800109e-07,3.77700912176667e-07,3.76817134619507e-07,2.04076383867682e-07,2.08336707123992e-07,1.55094604093668e-07,1.62250768485208e-07
4.0696173425482e-07,4.17415035865453e-07,4.05959205047462e-07,3.11916502426174e-07,2.92148807503144e-07,2.28677470995589e-07,3.48415880687774e-07,4.20305257085857e-07,1.01787890889802e-07,3.01281995838569e-07,4.10531883869943e-07,1.42897912274292e-07,1.78527938909522e-07,2.67842773395735e-07,3.04254186443868e-07,3.09969203825796e-07,1.86601843234802e-07,8.7727776665704e-08,4.20153920877292e-07,3.43712012757667e-07,3.44578852811739e-07,2.46165046220262e-07,3.97760377381789e-07,2.09256179465129e-07,2.69664518582265e-07,3.14798763959408e-07,1.77388403318758e-07,2.6651190588136e-07,3.86760169000545e-07,2.1133554308224e-07,3.58835080392535e-07,1.24637319027435e-07,8.7959624476982e-08,7.80058439319333e-08,1.41790599504125e-07,1.93800808458986e-07,2.84600730523597e-07,1.98642731131061e-07,1.51879963954838e-07,3.7922370824224e-07,3.68205914765514e-07,9.02768699822786e-08,1.00965093921355e-07,9.68521723739747e-08,7.9762035021034e-08
3.82391984024756e-07,4.22103127237901e-07,3.85746733036715e-07,2.54549543346398e-07,2.27989943646227e-07,1.6014780037529e-07,3.08130013853456e-07,4.11902164180313e-07,5.57409102566633e-08,2.43753619181528e-07,3.97531984613193e-07,8.89498365587048e-08,1.00906211956245e-07,2.06467189931855e-07,2.52063387798456e-07,2.61309472908758e-07,1.06943524361714e-07,1.65858749961352e-07,4.17608073118226e-07,3.10457831217385e-07,3.13343525791526e-07,2.65739199506923e-07,3.852340169823e-07,1.26646095711409e-07,2.08806684396325e-07,2.68319131268962e-07,1.03912390060256e-07,2.06225230303106e-07,3.96699998500302e-07,1.44252922366687e-07,3.36224243703835e-07,1.69037067462683e-07,1.12861960660604e-07,1.21024665658381e-07,2.32119262460288e-07,1.14279257977275e-07,2.33040030065256e-07,2.16065683267327e-07,9.29150973579216e-08,3.79922283979979e-07,3.57299242788203e-07,1.03978276304924e-07,9.68083198515256e-08,1.81910887455e-07,1.60146051358667e-07
3.57472148009434e-07,4.2669957821393e-07,3.6459759181729e-07,1.9772409632888e-07,1.64011324998051e-07,9.62640090810525e-08,2.67750011744546e-07,4.03311331944857e-07,3.79439292035587e-08,1.85062621044961e-07,3.82776548271371e-07,7.69559400669781e-08,5.59455402074548e-08,1.46278272133192e-07,1.97151580357403e-07,2.13003306364525e-07,6.00644089224222e-08,2.42402477878374e-07,4.14464385570229e-07,2.75975592937102e-07,2.8130354291066e-07,2.83174791754821e-07,3.70790425294568e-07,6.43871949394567e-08,1.48256575962714e-07,2.17140823425741e-07,6.88678863472951e-08,1.4503487020154e-07,4.04718152995725e-07,8.38503489369725e-08,3.11327167900519e-07,2.11889386704358e-07,1.72955879489239e-07,1.92239686413253e-07,3.13803762569142e-07,6.30827855588748e-08,1.77609432627523e-07,2.24243077290215e-07,7.13809674262009e-08,3.80352268581635e-07,3.43847630876153e-07,1.56307329290787e-07,1.38778402313311e-07,2.58704559854355e-07,2.39714928101169e-07
3.3203265602146e-07,4.3106625096977e-07,3.42080261200626e-07,1.42490651230033e-07,1.01784563293898e-07,6.24130886474705e-08,2.27807667745284e-07,3.94515836277367e-07,7.39605618847488e-08,1.25942408990365e-07,3.65297383714191e-07,1.32071565921731e-07,8.49147538736808e-08,9.15142012447692e-08,1.39778892386223e-07,1.6746824103186e-07,9.21292665307887e-08,3.08649292870573e-07,4.10194879211506e-07,2.412090445344e-07,2.49385478670996e-07,2.95649900145244e-07,3.53624172715676e-07,6.9967305411363e-08,9.21345506957962e-08,1.60747701020032e-07,1.13532945697843e-07,8.96767289080351e-08,4.08206077534949e-07,5.00519844770676e-08,2.84152866222622e-07,2.48817460399956e-07,2.41028920137709e-07,2.58926443128602e-07,3.69959139911535e-07,8.78677990031782e-08,1.20290582825392e-07,2.1455497782736e-07,1.13310953550552e-07,3.80044974370721e-07,3.27326526703125e-07,2.23006365364912e-07,2.11361239744318e-07,2.77706358453166e-07,2.67847088909332e-07
